name,team,gamesPlayed,position,goals,assists,points,plusMinus,PIMS,shots,GWGS,PPGS,PPAS,PKGS,PKAS,hits,blockedShots,toig,shifts,production,faceoffs,faceoffsWon,majorPenalties,misconduct,gameMisconduct,boarding,unsportsmanlikeConduct,fights,instigator,minorPenalties,hooking,tripping,roughing,holding,interference,slashing,highSticking,crossCheck,holdingStick,goalieInterference
Derrick Pouliot,VAN,62,D ,3,9,12,-1,30,58,1,1,0,0,0,76,71,17:10,1403,88:39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,1,1,0,1,2,2,4,1,0,0
Nathan Beaulieu,BUF/WPG,48,D ,3,9,12,6,39,60,0,0,1,0,0,60,42,15:30,929,62:01,N/A,N/A,3,1,0,0,1,3,0,7,0,3,1,0,0,0,0,1,0,0
Trevor Lewis,LA,44,C ,3,9,12,-9,9,87,1,0,0,0,0,53,25,14:01,862,51:25,124,57,1,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0
Riley Nash,CBJ,78,C ,3,9,12,-8,19,79,1,0,0,0,0,72,43,10:50,1157,70:27,333,150,1,0,0,0,0,1,0,7,0,2,1,1,0,1,0,1,0,0
Chris Tanev,VAN,55,D ,2,10,12,3,18,51,0,0,0,0,0,29,122,20:10,1530,92:26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,1,2,0,0,0,2,2,0,0,0
Deryk Engelland,VGS,74,D ,2,10,12,-3,18,105,1,0,0,0,0,165,152,19:53,1740,122:34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,3,2,1,0,1,1,0,1,0,0
Henri Jokiharju,CHI,38,D ,0,12,12,-7,16,62,0,0,1,0,0,48,37,18:59,946,60:06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,1,2,0,1,1,2,0,1,0,0
Matt Luff,LA,33,RW,8,3,11,-2,9,45,2,1,0,0,0,17,19,11:07,533,33:20,4,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0
Lukas Radil,SJ,36,LW,7,4,11,7,6,40,2,0,0,0,0,29,9,10:41,550,34:57,9,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,1,0,0,0,1,0,0,0,0
Greg McKegg,CAR,41,C ,6,5,11,-2,8,27,1,0,0,0,0,30,18,10:40,650,39:44,286,146,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,2,1,0,0,0,1,0,0,0,0
Sam Steel,ANA,22,C ,6,5,11,2,8,33,0,0,2,1,0,9,6,14:58,421,29:55,220,108,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,2,0,0,0,0,0,0,0,0
Chandler Stephenson,WSH,64,C ,5,6,11,-13,0,36,0,0,0,1,0,38,33,12:07,1005,70:29,95,47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dale Weise,MTL/PHI,51,RW,5,6,11,-8,19,58,1,0,0,1,0,88,21,11:47,905,54:36,16,6,1,0,0,0,1,1,0,7,1,1,1,1,1,0,1,0,0,0
Taylor Fedun,DAL,54,D ,4,7,11,2,14,86,0,0,2,0,1,19,58,13:51,1101,68:01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,3,2,0,1,0,0,0,0,0,0
Ty Rattie,EDM,50,RW,4,7,11,-2,4,84,1,0,1,0,0,57,7,11:21,761,51:34,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,1,0,0,0,1,0,0,0,0
Andrew Ladd,NYI,26,LW,3,8,11,3,16,34,0,0,0,0,1,37,8,13:51,473,32:43,5,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,1,2,0,0,1,4,0,0,0,0
Mike Reilly,MTL,57,D ,3,8,11,0,16,101,1,1,0,0,0,48,53,18:41,1329,96:46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,1,2,2,0,0,0,0,2,0,1
Connor Carrick,DAL/NJ,34,D ,2,9,11,-13,19,42,1,0,1,0,0,25,37,16:48,718,51:55,N/A,N/A,1,0,0,0,0,1,0,7,0,0,0,2,0,0,2,2,1,0
Joel Edmundson,STL,64,D ,2,9,11,8,68,102,1,0,0,0,0,128,106,19:23,1691,112:47,1,0,2,0,0,0,1,2,0,29,2,5,7,1,3,5,0,2,1,0
Mark Pysyk,FLA,70,D ,1,10,11,-1,26,64,0,0,0,0,1,133,89,18:16,1798,116:15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,1,6,1,0,2,2,1,0,0,0
Mirco Mueller,NJ,53,D ,1,10,11,-3,17,39,0,0,0,0,0,75,61,18:04,1272,87:04,N/A,N/A,1,0,0,0,0,1,0,5,1,1,1,0,0,0,1,0,0,0
Tobias Rieder,EDM,67,C ,0,11,11,-8,8,92,0,0,2,0,0,69,44,12:39,1220,77:00,25,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,2,2,0,0,0,0,0,0,0,0
Corey Perry,ANA,31,RW,6,4,10,-16,27,59,1,2,2,0,0,21,14,14:49,572,45:57,2,0,1,0,0,0,0,1,0,11,0,2,6,0,1,0,1,0,1,0
Kevin Rooney,NJ,41,C ,6,4,10,-4,15,39,1,0,0,1,0,77,22,12:37,738,51:42,379,187,1,0,0,0,0,1,0,5,0,0,3,0,0,0,1,0,0,0
Teddy Blueger,PIT,28,C ,6,4,10,7,15,33,1,0,0,1,2,52,14,11:03,454,30:57,92,41,1,0,0,0,0,1,0,5,1,1,1,0,2,0,0,0,0,0
Chris Kunitz,CHI,56,LW,5,5,10,-7,23,44,1,0,0,0,0,85,15,9:04,747,50:43,7,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,0,3,0,0,0,1,0,0,0,0
Boo Nieves,NYR,43,C ,4,6,10,-4,8,34,1,0,0,0,0,33,18,9:39,573,41:31,227,88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,0,0,2,1,0,0,0,0,0,0
Mason Appleton,WPG,36,C ,3,7,10,9,4,29,1,0,0,0,0,28,12,8:12,427,29:32,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,0,0,1,1,0,0,0,0,0
Dryden Hunt,FLA,31,LW,3,7,10,0,8,53,0,0,0,0,0,65,9,11:04,469,34:17,3,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,0,1,0,0,1,0,1,0,0,1
Tim Schaller,VAN,47,LW,3,7,10,-2,9,44,0,0,0,0,0,66,18,10:40,761,50:06,2,1,1,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0
Sean Walker,LA,39,D ,3,7,10,-8,8,55,0,1,0,0,0,43,40,15:26,783,60:11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,0,0,0,2,0,1,0,0,0
Matthew Peca,MTL,39,C ,3,7,10,-14,4,35,0,0,0,0,1,33,21,10:31,594,41:02,169,80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,1,0,1,0,0,0,0,0,0
Brandon Carlo,BOS,72,D ,2,8,10,22,47,116,0,0,0,0,2,134,88,20:55,1840,150:38,1,1,1,0,0,0,0,1,0,21,2,6,4,3,1,2,1,2,0,0
Erik Gudbranson,PIT/VAN,76,D ,2,8,10,-20,87,94,1,0,0,0,1,184,84,18:14,1870,138:33,N/A,N/A,3,3,0,0,0,3,0,20,4,1,5,1,2,1,4,1,0,0
Robert Bortuzzo,STL,59,D ,2,8,10,9,47,75,0,0,0,0,1,95,72,15:28,1323,91:17,N/A,N/A,1,0,0,0,1,1,0,20,4,2,2,0,1,2,2,3,0,1
Madison Bowey,DET/WSH,50,D ,2,8,10,-1,46,48,1,0,0,0,0,72,63,15:16,970,76:17,N/A,N/A,2,0,0,0,0,2,0,18,3,1,1,1,4,1,1,1,2,0
Michael Del Zotto,STL/VAN/ANA,42,D ,1,9,10,-2,8,45,0,0,0,0,0,129,53,17:02,925,71:31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,0,1,0,0,1,0,0,2,0,0
Christian Djoos,WSH,45,D ,1,9,10,9,4,33,0,0,0,0,0,18,28,13:34,782,61:04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,0,0,0,1,0,0,0,0,0
Patrik Nemeth,COL,74,D ,1,9,10,5,53,57,0,0,0,0,1,137,131,16:29,1528,122:00,N/A,N/A,1,1,0,0,0,1,0,19,1,1,1,4,1,6,1,1,0,0
Christian Jaros,OTT,61,D ,1,9,10,-14,27,65,0,0,2,0,0,110,82,14:22,1294,87:38,N/A,N/A,1,0,0,0,0,1,0,11,1,3,0,2,0,0,2,0,0,0
Niklas Hjalmarsson,ARI,82,D ,0,10,10,8,44,57,0,0,0,0,2,45,187,19:42,2047,161:31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22,6,4,2,0,2,4,1,1,0,0
Valeri Nichushkin,DAL,57,RW,0,10,10,-4,0,65,0,0,0,0,0,71,32,11:55,1027,67:55,6,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
William Carrier,VGS,54,LW,8,1,9,-4,29,85,1,0,0,0,0,277,13,9:57,700,59:40,N/A,N/A,1,0,0,4,0,1,0,12,2,1,3,1,0,0,1,0,0,0
Kyle Brodziak,EDM,70,C ,6,3,9,-14,33,74,2,0,0,1,0,92,46,11:42,1190,90:56,767,399,1,1,0,1,0,1,1,9,2,2,0,1,1,0,0,0,0,0
Tom Kuhnhackl,NYI,36,RW,4,5,9,1,10,30,0,0,0,0,1,48,41,12:41,629,50:43,2,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1,0,1,1,1,0,0,0,0,0
Mario Kempe,ARI,52,RW,4,5,9,5,18,57,0,0,0,0,0,105,30,11:11,918,64:37,329,126,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,1,3,0,1,1,1,0,0,1,0
Jesse Puljujarvi,EDM,46,RW,4,5,9,-14,16,53,0,0,1,0,0,46,26,11:57,769,61:05,4,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,2,0,0,1,3,0,1,0,0,0
Gustav Forsling,CHI,43,D ,3,6,9,-9,30,57,0,0,0,0,0,38,38,17:05,994,81:37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,1,3,0,8,0,1,0,0,0,0
Ryan Spooner,EDM/NYR/VAN,52,C ,3,6,9,-12,2,67,1,0,1,0,0,39,7,11:26,819,66:01,113,59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,0,0,0,0,0,0,0,0,0
Drake Batherson,OTT,20,RW,3,6,9,-2,6,18,2,2,1,0,0,17,21,13:25,338,29:48,4,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,0,1,1,0,0,0,0,1,0,0
Christoffer Ehn,DET,60,C ,3,6,9,-5,6,49,1,0,0,1,0,70,39,10:37,874,70:45,177,84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,0,0,0,1,0,1,1,0,0,0
Jakob Forsbacka Karlsson,BOS,28,C ,3,6,9,1,2,21,0,0,1,0,0,14,9,11:48,431,36:41,226,95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,1,0,0,0,0,0,0,0,0
Victor Rask,CAR/MIN,49,C ,3,6,9,-4,8,55,0,0,2,0,0,40,12,12:06,839,65:53,430,204,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,3,0,0,0,0,1,0,0,0,0
Jacob De La Rose,DET/MTL,60,LW,3,6,9,-13,16,55,0,0,0,0,0,72,29,11:26,958,76:15,380,161,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,0,1,0,3,0,0,1,0,0,1
Brooks Orpik,WSH,53,D ,2,7,9,8,32,43,0,0,0,0,0,131,78,15:40,1030,92:14,N/A,N/A,2,0,0,0,0,2,0,10,0,2,5,0,1,0,1,1,0,0
Ben Lovejoy,DAL/NJ,71,D ,2,7,9,-1,37,95,0,0,0,0,0,76,118,17:05,1608,134:47,N/A,N/A,1,0,0,0,0,1,0,16,5,2,3,2,0,0,2,0,1,0
Roman Polak,DAL,77,D ,1,8,9,6,69,77,0,0,0,0,0,191,152,19:10,1878,163:59,N/A,N/A,1,1,0,1,0,1,1,26,0,4,9,0,4,4,1,0,0,0
Radim Simek,SJ,41,D ,1,8,9,7,8,41,1,0,0,0,0,67,34,15:13,850,69:19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,0,1,0,0,0,2,0,0,0
Andrew MacDonald,PHI,47,D ,0,9,9,-5,18,41,0,0,0,0,2,30,95,16:24,1014,85:36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,1,1,2,0,2,1,1,0,0,0
Ryan Kesler,ANA,60,C ,5,3,8,-19,44,86,1,1,2,0,0,93,56,16:30,1358,123:44,1045,582,2,0,0,0,0,2,0,16,2,2,2,0,0,3,2,3,1,1
Saku Maenalanen,CAR,34,RW,4,4,8,0,20,36,0,0,0,0,0,45,10,9:26,506,40:04,21,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,0,2,1,1,0,0,0,1,0,0
Devante Smith-Pelly,WSH,54,RW,4,4,8,-6,15,60,0,0,0,0,0,78,36,10:51,778,73:15,41,16,1,0,0,0,1,1,0,5,0,0,1,0,1,0,1,0,0,0
Stefan Noesen,NJ,41,RW,3,5,8,-19,28,64,0,0,0,0,0,95,21,12:44,674,65:15,56,23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,1,2,4,0,0,4,1,1,1,0
Oliver Kylington,CGY,38,D ,3,5,8,3,10,21,1,0,0,0,0,11,41,12:25,633,59:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,0,1,0,2,0,0,2,0,0,0
Antti Suomela,SJ,27,C ,3,5,8,1,4,42,0,0,0,0,0,10,11,11:19,447,38:11,229,102,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,1,0,0,0,0,1,0,0,0
Colby Cave,BOS/EDM,53,C ,3,5,8,-5,16,58,1,0,0,0,0,73,18,12:19,909,81:34,399,200,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,2,1,0,1,1,1,1,0,0,0
J.T. Brown,MIN,56,RW,3,5,8,0,29,56,0,0,0,0,0,99,16,9:10,692,64:11,18,5,1,1,0,0,0,1,0,7,0,3,1,0,1,1,0,0,0,0
Gabriel Bourque,COL,55,LW,2,6,8,3,10,34,1,0,0,0,1,100,48,9:44,757,66:56,20,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,2,1,0,0,1,0,0,0,0,0
Jan Rutta,CHI/TB,37,D ,2,6,8,4,16,42,0,0,0,0,0,24,30,15:36,787,72:06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,0,3,0,3,0,1,1,0,0,0
Dmitrij Jaskin,WSH,37,RW,2,6,8,-5,6,48,0,0,0,0,0,87,14,10:05,462,46:38,3,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,2,1,0,0,0,0,0,0,0,0
Yannick Weber,NSH,62,D ,2,6,8,7,18,67,0,0,0,0,0,64,32,11:55,1039,92:19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,2,5,0,0,0,1,0,0,0,0
Trevor Moore,TOR,25,LW,2,6,8,1,2,26,0,0,0,0,0,15,7,9:06,335,28:25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,0,0,0,0,0,0,0,0,0
Trevor Daley,DET,44,D ,2,6,8,-3,12,47,1,0,0,1,0,14,53,18:34,1157,102:04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,3,1,0,1,0,1,0,0,0,0
Garrett Wilson,PIT,50,LW,2,6,8,2,18,54,0,0,0,0,0,114,16,7:37,590,47:35,7,3,2,0,0,0,0,2,0,4,1,0,2,0,0,0,0,0,0,1
Jason Demers,ARI,35,D ,2,6,8,9,12,39,2,0,1,0,0,50,43,20:00,909,87:28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,2,2,0,2,0,0,0,0,0,0
Kevin Connauton,ARI,50,D ,1,7,8,-2,22,75,0,0,0,0,2,108,75,18:21,1133,114:41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,0,3,3,0,1,1,1,0,0,0
Bogdan Kiselevich,FLA/WPG,32,D ,0,8,8,-3,12,14,0,0,0,0,0,49,21,14:51,628,59:25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,1,1,1,0,1,0,2,0,0,0
Dylan Sikura,CHI,33,C ,0,8,8,2,0,52,0,0,0,0,0,3,10,11:17,510,46:32,5,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jamie McGinn,FLA,19,LW,4,3,7,-5,6,23,1,1,0,0,0,34,3,10:41,292,28:58,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,0,2,0,0,1,0,0,0,0,0
Markus Hannikainen,CBJ,44,LW,4,3,7,-5,2,52,1,0,0,0,0,63,8,9:29,599,59:34,3,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,0,0,0,0,0,0,1,0
Joey Anderson,NJ,34,RW,4,3,7,-7,6,49,1,0,0,1,0,42,11,12:54,582,62:39,17,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,0,1,0,0,1,1,0,0,0,0
Carl Gunnarsson,STL,25,D ,3,4,7,8,6,21,1,0,0,0,1,11,35,15:56,568,56:53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,1,0,0,0,1,0,0,0,0
Miikka Salomaki,NSH,37,RW,3,4,7,5,8,51,0,0,0,0,0,72,20,10:27,540,55:16,7,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,0,2,0,1,1,0,0,0,0,0
Michael Dal Colle,NYI,28,LW,3,4,7,3,2,34,2,0,0,0,0,10,8,12:07,435,48:26,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,0,0,0,0,1,0,0,0
Phil Varone,PHI,47,C ,3,4,7,-2,8,34,0,0,0,0,0,23,19,7:55,516,53:07,163,81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,1,0,0,0,0,1,0,0,0
Adam McQuaid,NYR/CBJ,50,D ,3,4,7,2,42,28,1,0,0,0,1,122,88,15:47,1147,112:41,N/A,N/A,2,0,0,0,0,2,0,16,2,1,3,4,2,0,1,2,0,0
Igor Ozhiganov,TOR,53,D ,3,4,7,0,14,43,0,0,0,0,0,57,48,14:01,1016,106:06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,4,2,0,1,0,0,0,0,0,0
Erik Haula,VGS,15,LW,2,5,7,1,10,26,0,0,1,0,0,11,6,16:35,289,35:32,152,78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,0,1,0,1,0,2,1,0,0,0
Christian Dvorak,ARI,20,C ,2,5,7,-2,2,25,1,1,0,0,0,16,7,14:23,405,41:06,226,125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,0,0,0,0,0,0,0,0,0
Egor Yakovlev,NJ,25,D ,2,5,7,-6,6,24,0,0,0,0,0,12,22,15:40,504,55:58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,0,0,1,0,1,0,0,0,0
Max Comtois,ANA,10,LW,2,5,7,3,7,9,1,0,0,0,0,27,3,14:35,190,20:50,11,3,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Chris Wideman,EDM/OTT/PIT/FLA,25,D ,2,5,7,-12,18,27,1,0,1,0,0,35,26,13:03,470,46:38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,1,1,1,1,1,0,1,1,0,0
Nick Seeler,MIN,71,D ,2,5,7,-4,64,67,1,0,0,0,0,78,116,12:20,1169,125:05,N/A,N/A,4,1,0,0,0,4,1,16,2,4,3,1,1,2,1,1,0,0
Joe Morrow,WPG,41,D ,1,6,7,0,20,40,0,0,0,0,0,37,37,13:58,669,81:45,N/A,N/A,2,0,0,1,0,2,0,5,0,0,1,0,1,0,2,0,0,0
Taro Hirose,DET,10,LW,1,6,7,0,2,15,1,0,1,0,0,1,9,15:18,194,21:51,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,0,0,0,1,0,0,0,0
Matt Irwin,NSH,44,D ,1,6,7,5,38,50,0,0,0,0,0,80,37,11:18,685,71:00,N/A,N/A,2,1,0,0,0,2,0,9,0,2,2,2,1,0,1,0,0,0
Greg Pateryn,MIN,80,D ,1,6,7,-11,41,100,0,0,0,0,0,144,118,17:07,1675,195:39,1,0,1,0,0,1,0,1,0,18,6,4,1,0,0,1,3,2,0,0
Joakim Ryan,SJ,44,D ,0,7,7,-1,15,35,0,0,0,0,0,43,39,12:46,710,80:17,N/A,N/A,1,0,0,0,0,1,0,5,0,0,1,1,1,1,0,0,0,0
Kevan Miller,BOS,39,D ,0,7,7,8,35,32,0,0,0,0,0,73,79,17:45,919,98:52,N/A,N/A,3,0,0,1,0,3,0,10,0,1,1,2,0,0,0,3,0,0
Carl Grundstrom,LA,15,RW,5,1,6,-4,6,26,1,0,1,0,0,38,3,14:58,285,37:25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,0,0,0,2,0,0,0,0,0
Brandon Sutter,VAN,26,C ,4,2,6,-12,6,43,0,1,0,1,0,33,13,17:28,676,75:41,462,224,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,1,0,0,0,1,0,0,0,0
Brett Ritchie,DAL,53,RW,4,2,6,-7,57,57,2,1,0,0,0,126,13,9:36,814,84:50,9,2,3,0,1,2,1,2,0,16,1,4,3,2,1,2,0,0,0,0
Lukas Sedlak,CBJ,47,C ,4,2,6,-5,10,43,0,0,0,0,0,69,20,9:00,620,70:29,87,43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,0,0,2,1,1,0,1,0,0,0
Jean-Sebastien Dea,NJ/PIT/FLA,23,C ,4,2,6,0,8,29,1,0,0,0,0,21,12,10:15,339,39:18,104,53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,1,0,1,1,0,0,0,0,0
Peter Cehlarik,BOS,20,LW,4,2,6,3,6,30,1,1,0,0,0,5,7,12:36,315,41:58,5,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,0,2,0,0,0,0,0,0,0,0
Sheldon Dries,COL,40,C ,3,3,6,-7,26,44,0,0,0,1,0,66,20,9:04,519,60:29,131,66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,0,1,0,3,0,1,0,0,0,0
Steven Kampfer,BOS,35,D ,3,3,6,-6,22,40,0,1,1,0,0,44,32,14:38,713,85:19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,0,2,3,2,2,2,0,0,0,0
Alexandre Fortin,CHI,24,LW,3,3,6,-6,2,29,1,0,0,1,0,21,7,10:35,349,42:21,17,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,1,0,0,0,0,0,0,0,0
Robby Fabbri,STL,32,C ,2,4,6,-4,6,43,1,0,0,0,0,30,8,12:39,521,67:29,14,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,2,0,0,0,0,1,0,0,0,0
Fredrik Claesson,NYR,37,D ,2,4,6,3,9,44,0,0,0,0,1,76,33,17:15,837,106:21,N/A,N/A,1,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0
Slater Koekkoek,CHI/TB,31,D ,2,4,6,4,14,36,0,0,0,0,0,54,48,15:50,655,81:47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,3,0,0,1,1,2,0,0,0,0
Lias Andersson,NYR,42,C ,2,4,6,-13,29,41,0,0,0,1,0,60,8,10:43,663,75:01,190,84,1,0,0,0,0,1,0,12,1,1,3,1,1,2,2,0,0,0
Matt Roy,LA,25,LW,2,4,6,-1,8,34,1,0,0,0,0,38,47,17:08,545,71:22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,0,0,1,0,1,0,1,0,0,0
Micheal Haley,SJ/FLA,43,C ,2,4,6,-2,75,34,0,0,0,0,0,76,16,8:05,536,57:59,30,13,5,3,0,0,0,5,0,10,0,1,3,0,2,1,2,0,0,0
Casey Nelson,BUF,38,D ,1,5,6,1,13,37,0,0,0,0,0,44,36,15:25,752,97:35,N/A,N/A,1,0,0,0,0,1,0,4,0,0,0,1,1,1,1,0,0,0
Dion Phaneuf,LA,67,D ,1,5,6,-21,53,80,0,0,0,0,0,128,79,15:00,1420,167:29,N/A,N/A,3,0,0,0,1,3,0,19,0,1,4,0,1,6,3,2,0,0
Martin Frk,DET,30,RW,1,5,6,-9,4,28,0,1,0,0,0,35,4,9:11,389,45:55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,0,0,1,0,1,0,0,0,0
Caleb Jones,EDM,17,D ,1,5,6,-9,6,21,0,0,1,0,0,20,18,19:48,434,56:05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,0,0,1,0,0,1,0,0,0
Lawrence Pilut,BUF,33,D ,1,5,6,-8,20,37,0,0,0,0,0,20,33,17:25,714,95:48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,0,0,0,2,0,1,2,0,0,0
Dmitry Kulikov,WPG,57,D ,0,6,6,4,47,40,0,0,0,0,0,88,71,15:40,1060,148:48,N/A,N/A,1,1,0,0,0,1,1,15,3,2,1,1,1,2,3,1,0,0
Christian Folin,MTL/PHI,45,D ,0,6,6,6,27,47,0,0,0,0,0,125,78,15:40,979,117:26,1,1,1,0,0,0,0,1,0,11,1,2,1,2,2,0,0,1,0,0
Juho Lammikko,FLA,40,RW,0,6,6,-7,6,39,0,0,0,0,1,45,21,10:56,665,72:52,332,142,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,0,0,1,0,0,0,1,0,0
Carl Dahlstrom,CHI,38,D ,0,6,6,9,6,42,0,0,0,0,1,33,35,18:36,963,117:49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,1,1,0,0,0,0,1,0,0,0
Mackenzie MacEachern,STL,29,LW,3,2,5,0,10,33,1,0,0,0,0,49,4,8:02,336,46:35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,0,0,2,1,2,0,0,0,0,0
Karson Kuhlman,BOS,11,RW,3,2,5,5,2,15,1,0,0,0,0,6,4,12:09,183,26:43,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,0,1,0,0,0,0,0,0
Ryan Graves,COL,26,D ,3,2,5,4,2,26,0,0,0,0,0,32,51,11:06,405,57:44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
John Hayden,CHI,54,C ,3,2,5,-12,27,42,0,0,0,0,0,97,23,9:10,712,98:56,29,7,3,0,0,0,0,3,0,6,1,0,2,1,0,1,1,0,0,0
Ben Street,ANA,21,RW,3,2,5,-4,2,19,0,0,0,0,0,19,9,12:04,373,50:41,43,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,1,0,0,0,0,0,0,0,0
